Entry,Gene names  (primary ),Ambig,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,ImputationPercentage
P22034,groEL2,No,ATPnarrow_T,-0.02707264018938515,0.13532322635148647,-0.20005908016903978,6,0.8480428075685591,0.894188874099497,NA,0,0
P77972,eno,No,ATPnarrow_T,0.3433349636213886,0.0951638561920601,3.6078294571046863,6,0.011260216994879224,0.07138421514654916,NA,0,0
P54691,ilvE,No,ATPnarrow_T,0.3369563568395578,0.09663679188379663,3.486833019506065,6,0.013033527395062139,0.07582375911204832,NA,0,0
P72639,NA,No,ATPnarrow_T,-0.09780658810086762,0.09030021416019793,-1.0831268675327053,6,0.3203476032809651,0.45162511056982113,NA,0,0
P73942,proS,No,ATPnarrow_T,0.29302643262442535,0.12174441127250087,2.4068984322290032,6,0.05279640443304645,0.14268922987562818,NA,0,0
Q55517,NA,No,ATPnarrow_T,0.17660836469082464,0.07790594827840396,2.266943264199784,6,0.06393550795172764,0.15890171868332648,NA,0,0
Q54715,cpcA,No,ATPnarrow_T,0.2800205917549181,0.32236331045128197,0.8686490759848335,6,0.4184248070653891,0.5432645725109413,NA,0,0
P74258,ggpS,No,ATPnarrow_T,0.42743841062330784,0.09774494290855319,4.372997700998245,6,0.004703730140240836,0.043131525482386954,NA,0,0
P49433,gap1,No,ATPnarrow_T,0.12069096177568191,0.022508741668722763,5.361959524525051,6,0.0017249040966689222,0.024523023576358004,NA,0,0
P54205,cbbL,No,ATPnarrow_T,0.43474980328835183,0.1267204262280247,3.430779206077238,6,0.013957833955866361,0.0767733343373668,NA,0,0
P73790,NA,No,ATPnarrow_T,0.12727511437478198,0.11869067572936523,1.0723261418191832,6,0.32479797315003833,0.45507164860175897,NA,0,0
Q01952,apcB,No,ATPnarrow_T,0.1038514089610706,0.3422103803139103,0.30347241035122163,6,0.7717776883273333,0.8343323009601802,NA,0,0
Q55484,lysA,No,ATPnarrow_T,0.08250474245093248,0.0487918578308401,1.6909530835446753,6,0.14179932009788954,0.2676983487877437,NA,0,0
Q55393,dfa1,No,ATPnarrow_T,0.2202181579997768,0.06545490905600763,3.3644253910939406,6,0.015146481468229833,0.07903903785611281,NA,0,0
P77961,glnA,No,ATPnarrow_T,0.1168878877905099,0.10314561621412087,1.1332317560434302,6,0.30035902149878657,0.43385191994269173,NA,0,0
Q55511,tig,No,ATPnarrow_T,0.03549925323033502,0.060815961718661944,0.58371605458706,6,0.5806758526761957,0.6831089355079645,NA,0,0
P74283,NA,No,ATPnarrow_T,-0.37211098884412264,0.07428497460649083,-5.0092362663553835,6,0.002429906870855536,0.028358117686007222,NA,0,0
P73853,guaB,No,ATPnarrow_T,0.09801824941627667,0.05186476486151959,1.8898813033856068,6,0.10766982534653824,0.21853144393457466,NA,0,0
P74281,NA,No,ATPnarrow_T,0.3112360098279246,0.07515015725731826,4.141521737103429,6,0.006068288874197414,0.05065817570201423,NA,0,0
P72870,apcD,No,ATPnarrow_T,-0.059131518954350815,0.06705133036638772,-0.8818843508583531,6,0.41177199207884696,0.5366622282550455,NA,0,0
Q05972,groEL1,No,ATPnarrow_T,-0.2140349483324858,0.10192052197486826,-2.100018172839253,6,0.08047566554165386,0.18164507365116156,NA,0,0
Q55664,fbaA,No,ATPnarrow_T,-0.02471846378253323,0.0779093878112283,-0.3172719549847471,6,0.761787434439676,0.8263444677638234,NA,0,0
Q55756,carB,No,ATPnarrow_T,0.04551959814678051,0.09700591878183272,0.469245575098923,6,0.6554605342584106,0.7434519682572257,NA,0,0
P74746,NA,No,ATPnarrow_T,0.3697856143997171,0.10173323248620691,3.634855645129068,6,0.01090168770748523,0.07041530362004611,NA,0,0
P73488,NA,No,ATPnarrow_T,0.19922866166088368,0.1712759405742287,1.1632028467801094,6,0.28891153569564554,0.42146611812418744,NA,0,0
P73668,murD,No,ATPnarrow_T,0.5555267948713057,0.13325353777322882,4.168945936855369,6,0.0058854416877272,0.04995329432475896,NA,0,0
P73320,rplC,No,ATPnarrow_T,-1.4238393109202918,0.13511726250713557,-10.537804603946135,6,4.293110694630897e-5,0.0024494581574366287,NA,0,0
Q55734,NA,No,ATPnarrow_T,0.07904509651434073,0.059702509208592075,1.32398282018882,6,0.23371163869533662,0.3658869709452907,NA,0,0
P73722,lexA,No,ATPnarrow_T,0.18091497598286946,0.07345602024136115,2.462901956686744,6,0.04892645605139112,0.13535472429684542,NA,0,0
P73424,NA,No,ATPnarrow_T,0.2202877602804364,0.06549102287196011,3.363632916699371,6,0.01516133442809564,0.07903903785611281,NA,0,0
Q59978,grpE,No,ATPnarrow_T,0.036949275815748917,0.12297751005425649,0.3004555532100728,6,0.773968242646992,0.835820594320148,NA,0,0
P74690,NA,No,ATPnarrow_T,0.17144118824883747,0.08720870114235432,1.965872510461852,6,0.09690306736177567,0.2019675661279504,NA,0,0
P77962,glyA,No,ATPnarrow_T,0.2930159062455473,0.05836098430791572,5.020749902016379,6,0.002402265466082465,0.02835777739846772,NA,0,0
P73960,leuB,No,ATPnarrow_T,0.4233867024571251,0.14768591182540763,2.8668049458749145,6,0.028546202919186303,0.10467450777106228,NA,0,0
Q05971,groES,No,ATPnarrow_T,-0.9059120414445997,0.25997093946787414,-3.4846665681128854,6,0.013067970168288756,0.07582375911204832,NA,0,0
P72760,ccmK1,No,ATPnarrow_T,-0.34533759078660525,0.1542319603212556,-2.2390793066967993,6,0.06643111978896687,0.16220262675118371,NA,0,0
P73789,NA,No,ATPnarrow_T,0.14373081707127422,0.10429892836649086,1.3780660963862024,6,0.2173689707141424,0.35211030429562185,NA,0,0
P72642,dapB,No,ATPnarrow_T,0.14721109280134928,0.0778924887901993,1.8899266808364181,6,0.10766305162323642,0.21853144393457466,NA,0,0
P73626,NA,No,ATPnarrow_T,-0.19783309760208637,0.06509622440212955,-3.0390871270809754,6,0.02282963830901452,0.09478979213965343,NA,0,0
Q55499,ssb,No,ATPnarrow_T,-0.04517178006881935,0.07938622763066888,-0.5690128050796605,6,0.589996066077505,0.6902304591842978,NA,0,0
Q55118,NA,No,ATPnarrow_T,0.07432302860673293,0.03472791262728427,2.140152487838858,6,0.0761343403265693,0.17477904212665177,NA,0,0
P73762,NA,No,ATPnarrow_T,0.024004621494375315,0.09657192981611966,0.24856727560567496,6,0.8119848382196422,0.86775070640122,NA,0,0
P74217,nnr,No,ATPnarrow_T,0.6914828292733217,0.24908780754306004,2.776060522969533,6,0.03216389930604158,0.111861960304192,NA,0,0
P0DJF8,mtnP,No,ATPnarrow_T,0.39484953796388694,0.12211147962383827,3.233516940259935,6,0.017831499869467304,0.08720452555210916,NA,0,0
P73660,hemC,No,ATPnarrow_T,0.08006466469049212,0.10034143434148707,0.7979222662695051,6,0.4553268084370363,0.5794555542315195,NA,0,0
P74193,thrC,No,ATPnarrow_T,0.09384163347060732,0.07604817497960559,1.2339761407262375,6,0.26335079053751165,0.3975700681217953,NA,0,0
P72707,NA,No,ATPnarrow_T,-0.039198783812298764,0.08587115396907394,-0.4564837200908702,6,0.6641004112949518,0.7503092655664637,NA,0,0
Q55641,rnd,No,ATPnarrow_T,-0.06369758483941931,0.21994494847138266,-0.28960694611136795,6,0.7818641940483153,0.8434606379071636,NA,0,0
P74729,NA,No,ATPnarrow_T,0.2852434966998971,0.10522438738605877,2.710811664347016,6,0.03506822454225822,0.11674103522545508,NA,0,0
Q55136,icfA,No,ATPnarrow_T,0.33444109004778105,0.08081486193125063,4.138361212969599,6,0.006089767219040976,0.05065817570201423,NA,0,0
P73824,gpx2,No,ATPnarrow_T,0.20147035117692633,0.16391092563506576,1.2291453446214047,6,0.26503102669095746,0.3982962541157751,NA,0,0
P72985,NA,No,ATPnarrow_T,-0.06912492100214496,0.06856720568711211,-1.0081338492570024,6,0.35230242363337916,0.4804974622463219,NA,0,0
P74507,gpmI,No,ATPnarrow_T,0.4817984022552765,0.19208224433637214,2.5082922365877653,6,0.04600933588225953,0.13235738921871298,NA,0,0
P73299,rpsM,No,ATPnarrow_T,-0.8922959861369519,0.24136916602738423,-3.6968101635472266,6,0.010126597550345728,0.06745459215979127,NA,0,0
P74326,NA,No,ATPnarrow_T,-0.5305411155745983,0.21212151628934342,-2.501118815551535,6,0.0464578618571605,0.13310917627053953,NA,0,0
P74174,petC,No,ATPnarrow_T,-0.1814124784387677,0.1446567023326794,-1.2540896862252389,6,0.25645451306477907,0.3919327156510835,NA,0,0
P72797,tal,No,ATPnarrow_T,0.17096632645435952,0.05131507774809682,3.3316976989419125,6,0.01577341056900039,0.08049966517353034,NA,0,0
P74295,NA,No,ATPnarrow_T,0.30703549242074746,0.17191571886791832,1.78596520692003,6,0.12434556268117447,0.24232047983598895,NA,0,0
P73348,NA,No,ATPnarrow_T,-0.1197239624677787,0.15365629600830005,-0.7791673076729089,6,0.46549288137184464,0.5887453068582321,NA,0,0
P42350,NA,No,ATPnarrow_T,-0.0026743318694628353,0.1270505111097547,-0.02104935939338779,6,0.9838888286642669,0.9900392023052106,NA,0,0
P74324,fbp,No,ATPnarrow_T,0.0954778438062766,0.08478191665523135,1.1261581192430528,6,0.30311597766412923,0.43633872624281705,NA,0,0
P72798,NA,No,ATPnarrow_T,-0.33632487603331157,0.14352906395205992,-2.3432527654862105,6,0.05758720469793799,0.14855368200816024,NA,0,0
P73596,NA,No,ATPnarrow_T,-0.5665120127574748,0.28992207514421325,-1.9540147554327483,6,0.09850914371542596,0.20396953749141628,NA,0,0
P73301,infA,No,ATPnarrow_T,0.11032107970894327,0.0725606725462344,1.5203977008158047,6,0.1792246918492535,0.3119724720833616,NA,0,0
Q55233,drgA,No,ATPnarrow_T,0.5794975507637662,0.11515903168822185,5.032150255767005,6,0.002375246893844274,0.02835777739846772,NA,0,0
P21697,petE,No,ATPnarrow_T,-0.0164265449990635,0.2516262050857879,-0.06528153533716066,6,0.9500706030943218,0.9664031654653039,NA,0,0
Q55318,petH,No,ATPnarrow_T,0.011062196533224686,0.07607171778476227,0.14541799311702314,6,0.8891430634543993,0.9243530757455314,NA,0,0
P74769,NA,No,ATPnarrow_T,0.33984137271165754,0.18507420091289753,1.8362439012858358,6,0.1159802916421313,0.22971108556505027,NA,0,0
Q55727,NA,No,ATPnarrow_T,-0.4641987254989032,0.0854868151327132,-5.43006222396123,6,0.0016174013855430047,0.02434442430776867,NA,0,0
Q55385,NA,No,ATPnarrow_T,0.10612293763232976,0.07585560651928559,1.399012446170989,6,0.21132265190942112,0.34669067653510466,NA,0,0
P73111,NA,No,ATPnarrow_T,0.15373467466609467,0.10006329659578951,1.536374274046889,6,0.17535568761973286,0.3078466515990866,NA,0,0
P73605,NA,No,ATPnarrow_T,0.20454543656337953,0.10210867731820875,2.003213066074097,6,0.09201573119182482,0.19524825606199192,NA,0,0
P55037,gltB,No,ATPnarrow_T,0.09769753991498958,0.0697860263846135,1.3999584870550825,6,0.21105322293628714,0.34669067653510466,NA,0,0
P74577,NA,No,ATPnarrow_T,0.11991000037758703,0.13425846801610664,0.8931280249913305,6,0.4061828972484949,0.5314010642983493,NA,0,0
P28371,fusA,No,ATPnarrow_T,0.07259090460723651,0.058052102870352125,1.2504440152556389,6,0.2576926371004733,0.3932397300181071,NA,0,0
P73321,NA,No,ATPnarrow_T,-0.5419651578360011,0.12285262940790857,-4.411506375142446,6,0.004512029583020993,0.04212594892511418,NA,0,0
P72952,NA,No,ATPnarrow_T,-0.038306463532109133,0.07581982462622375,-0.5052301785311715,6,0.6314145982410602,0.7233251027301013,NA,0,0
P73037,ytfC,No,ATPnarrow_T,0.016292368953731238,0.12880271857637388,0.12649087793958821,6,0.903475740982941,0.9334704084401212,NA,0,0
P74551,apcF,No,ATPnarrow_T,0.1589968143745915,0.09795387462509743,1.6231804508308225,6,0.15567710620067055,0.2846544514821874,NA,0,0
P73728,NA,No,ATPnarrow_T,-0.6034498823410297,0.1985771848304206,-3.0388681502175543,6,0.02283606320690823,0.09478979213965343,NA,0,0
P73203,cpcC1,No,ATPnarrow_T,0.3846774952644467,0.07240538759220254,5.312829722437303,6,0.0018075133469341864,0.02475088276401879,NA,0,0
P73061,ureC,No,ATPnarrow_T,0.08680958567697508,0.1370615542342654,0.6333620405952809,6,0.5498616114716093,0.6597054614268023,NA,0,0
P72871,metK,No,ATPnarrow_T,-0.2688951846686878,0.14887885207528267,-1.8061341884387796,6,0.120920742607455,0.23744857104752637,NA,0,0
P73283,fabF,No,ATPnarrow_T,0.328331775436652,0.08623045800352941,3.807607926925465,6,0.008888387113864749,0.061735327497221555,NA,0,0
P74384,purB,No,ATPnarrow_T,0.27045702104832586,0.07063909772433428,3.828715679576932,6,0.008672128142148683,0.061735327497221555,NA,0,0
P52983,pgi,No,ATPnarrow_T,0.034267994874942205,0.05218382249369258,0.6566785114119257,6,0.5357467699257477,0.6486239356290453,NA,0,0
Q55747,NA,No,ATPnarrow_T,-0.9062357857881647,0.2910786237904346,-3.1133711365923578,6,0.020759460208672254,0.09318455985367026,NA,0,0
P73505,ileS,No,ATPnarrow_T,2.534872237474176,0.05723256141366257,44.290735463554675,6,8.87043083430683e-9,9.109932466833115e-6,NA,0,0
P73598,NA,No,ATPnarrow_T,0.1186948257911725,0.043395839548474015,2.73516602112486,6,0.03395258430435932,0.11470165815979284,NA,0,0
P48957,rplT,No,ATPnarrow_T,0.8883362933264459,0.24935546704548706,3.5625298448515546,6,0.011890807324338004,0.0737216514370241,NA,0,0
P74558,NA,No,ATPnarrow_T,0.19483836277881525,0.16265247388525114,1.1978813363531793,6,0.2761319332398049,0.411319439845225,NA,0,0
P74233,NA,No,ATPnarrow_T,0.10691217826384153,0.1560313209446725,0.6851969054453609,6,0.5188003465485569,0.6327885462059001,NA,0,0
P74241,sat,No,ATPnarrow_T,-0.16219550064861718,0.07266568300111133,-2.232078388998788,6,0.0670738661272332,0.16246429366195403,NA,0,0
