Entry,Gene names  (primary ),Ambig,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,ImputationPercentage
Q55756,carB,No,ATPbroad_T,-0.07501215688328465,0.03256149207451433,-2.303707603804685,6,0.0607907442308091,0.24011467574923512,NA,0,0
P74746,NA,No,ATPbroad_T,0.03572747148825443,0.08740601211642743,0.40875302079523274,6,0.6969099023409759,0.8074231231005482,NA,0,0
P73488,NA,No,ATPbroad_T,0.015899860387380404,0.15699716377284265,0.10127482564198245,6,0.9226318602120336,0.9598458781142103,NA,0,0
P73668,murD,No,ATPbroad_T,0.3650654773406858,0.1134915305241791,3.2166759550652944,6,0.018213236449313053,0.1278840295452931,NA,0,0
P73320,rplC,No,ATPbroad_T,-0.23717046986926368,0.20225830927418828,-1.1726117494028256,6,0.28539516020643996,0.46653638061144065,NA,0,0
Q55734,NA,No,ATPbroad_T,0.09515220165835586,0.08816666213593244,1.0792310761595278,6,0.321947002357186,0.5022371500810593,NA,0,0
P73722,lexA,No,ATPbroad_T,0.16040883473655349,0.14241209923285647,1.126370832258225,6,0.30303276331314466,0.48589373809575326,NA,0,0
P73424,NA,No,ATPbroad_T,0.040192200709808605,0.05613838069891299,0.71594870050441,6,0.500924143657971,0.6552893182565905,NA,0,0
Q59978,grpE,No,ATPbroad_T,0.065542348061206665,0.06366114061873507,1.0295503257432679,6,0.3429241076422762,0.5246445749398926,NA,0,0
P74690,NA,No,ATPbroad_T,0.012868787561735725,0.057825599758129335,0.22254481778940102,6,0.8312720149902386,0.8956927504527742,NA,0,0
P77962,glyA,No,ATPbroad_T,-0.0044199706534545,0.05880795016269061,-0.07515940686976455,6,0.9425311767933451,0.9724096867205115,NA,0,0
P73960,leuB,No,ATPbroad_T,0.2830645171892907,0.09980133872537045,2.8362797614190023,6,0.02971170078211416,0.1706436718716075,NA,0,0
Q05971,groES,No,ATPbroad_T,-0.29445062465901356,0.2347227057478472,-1.2544616155512862,6,0.2563284940820112,0.436979051816,NA,0,0
P72760,ccmK1,No,ATPbroad_T,-0.2627227482973993,0.13138537522434895,-1.9996346461604524,6,0.09247311518697221,0.2903980283941759,NA,0,0
P73789,NA,No,ATPbroad_T,0.20217129447582047,0.13177029285638162,1.5342706621755022,6,0.1758605874350767,0.3717997458765204,NA,0,0
P72642,dapB,No,ATPbroad_T,0.08555493632766208,0.028536259114617726,2.998113241964378,6,0.02406673309527152,0.15027715897861404,NA,0,0
P73626,NA,No,ATPbroad_T,0.018283513078601914,0.06652746958302948,0.2748265219344201,6,0.792667677518881,0.8740503959499777,NA,0,0
Q55499,ssb,No,ATPbroad_T,-0.1805385377370948,0.1462765091718022,-1.234227824818076,6,0.26326350535644316,0.44353373577240457,NA,0,0
Q55118,NA,No,ATPbroad_T,-0.14474929151026686,0.05046794545407794,-2.8681431393314374,6,0.02849624916965876,0.16633136743594298,NA,0,0
P73762,NA,No,ATPbroad_T,-0.0035140650238264476,0.04524134390851782,-0.07767375414249877,6,0.940613072901374,0.9713638849000729,NA,0,0
P74217,nnr,No,ATPbroad_T,0.6401767391465532,0.1481147655996777,4.322166912627826,6,0.004970951362014864,0.062079090265162375,NA,0,0
P0DJF8,mtnP,No,ATPbroad_T,0.013392964323923513,0.10262692740849111,0.1305014644998074,6,0.9004351639050676,0.9444017246426197,NA,0,0
P73660,hemC,No,ATPbroad_T,0.12581156887154382,0.057095290189370027,2.203536727009531,6,0.06976149318465374,0.2533549890507465,NA,0,0
P74193,thrC,No,ATPbroad_T,0.014472880043736938,0.03899794859815931,0.37111900917834567,6,0.7233001424735297,0.8290548057807587,NA,0,0
